,id,name,age,height,weight
98,95256,Bailey Meraviglia,29,62 in,138 lb
99,68808,Christina Seeley,30,164 cm,150 lb
100,552309,Taylor Rector,27,64 in,154 lb
101,270175,Evie Hollis,23,158 cm,145 lb
102,329428,Christee Bishop,29,158 cm,60 kg
103,905243,Sapphire Goddard,23,165 cm,65 kg
104,107939,Antonelli Nicole,34,153 cm,134 lb
105,686102,Laurie Pfleiderer,30,157 cm,140 lb
106,765768,Manon Saint-Maxent,25,164 cm,54 kg
107,94322,Kaitlyn Kassis,25,67 in,140 lb
108,908246,Faith Ferguson,19,63 in,150 lb
109,484380,Emily Rolfe,31,170 cm,152 lb
110,693139,Marnie Sykes,27,172 cm,68 lb
111,197635,Amy Morton,32,163 cm,154 lb
112,45491,Jennifer Smith,34,66 in,137 lb
113,755032,Kristen Turner,28,64 in,134 lb
114,444939,Alizee Andreani,32,153 cm,51 kg
115,120875,Ashley Shaeffer,35,64 in,135 lb
116,534813,Sanna Venäläinen,29,164 cm,64 kg
117,245099,Hilary Steele,30,58 in,120 lb
118,796219,Hanna Karlsson,27,177 cm,81 kg
119,374193,Anna Donauer,30,165 cm,62 kg
120,835320,Madeline Shelling,26,165 cm,69 kg
121,544235,Elizabeth Bradley,24,62 in,140 lb
122,810152,Mariana Fedorenko,26,168 cm,60 kg
123,1651610,Marisa Flowers,29,58 in,110 lb
124,114958,Hanne Short,32,170 cm,
125,1188767,Ahnna Knepper,28,63 in,134 lb
126,485248,Katlin Isaacs,26,59 in,127 lb
127,300771,Ashleigh Wosny,22,67 in,147 lb
128,130151,Sarah Viets,30,70 in,165 lb
129,282498,Tommie Deprima,33,63 in,130 lb
130,244371,Gemma Root,34,67 in,135 lb
131,527846,Marie-Pier Bonneau,20,163 cm,128 lb
132,93784,Antea Longo,32,160 cm,60 kg
133,2536,Samantha Briggs,38,170 cm,135 lb
134,205691,Ana C. Caldas,42,69 in,185 lb
135,1190381,Paige Powers,17,63 in,155 lb
136,747027,Kelly Baker,28,64 in,150 lb
137,485344,Rebecka Vitesson,26,173 cm,65 kg
138,103786,Cecilia Ramirez Villamil,31,163 cm,150 lb
139,535855,Luiza Dias,28,151 cm,53 kg
140,352061,Kelsey Kiel,29,67 in,173 lb
141,16973,Carleen Mathews,36,62 in,137 lb
142,3215,Kristin Miller,32,64 in,135 lb
143,245145,Nikki Matarazzo,29,152 cm,141 lb
144,4376,Anita Pravatti,34,174 cm,160 lb
145,555277,Rebecca Fuselier,20,62 in,125 lb
146,96750,Oddrún Eik Gylfadottir,31,163 cm,128 lb
147,12611,Chely Galvan,30,65 in,135 lb
148,527325,Susana Etto,36,155 cm,65 kg
149,9748,Janine Shillington,37,66 in,160 lb
150,567852,Christina Agerbeck,29,161 cm,60 kg
151,309246,Rita García,32,157 cm,125 lb
152,1441210,Sydney Michalyshen,20,168 cm,155 lb
153,274725,Nicole Chovan,30,65 in,142 lb
154,419251,Sandra Hamilton,31,164 cm,158 lb
155,1021143,Valentina Rangel,22,163 cm,65 kg
156,277184,Laura Gonzalez-Marin,26,67 in,148 lb
157,2813,Ashley Werner,33,63 in,145 lb
158,9440,Anna Tobias,37,167 cm,143 lb
159,901899,Ehea Schuerch,31,67 in,158 lb
160,259327,Joey Kimdon,42,61 in,125 lb
161,929342,Alexsandra Buzunova,26,163 cm,64 kg
162,292898,Jessi Harper,24,66 in,142 lb
163,149643,Tammy Wildgoose,34,63 in,140 lb
164,273427,Josie Hamming,25,64 in,148 lb
165,34715,Hayley Murillo,33,69 in,168 lb
166,422341,Megan O'Connor,35,65 in,145 lb
167,364588,Frederikke Frandsen,29,158 cm,63 kg
168,113169,Megan O'Donnell,31,65 in,150 lb
169,189706,Chelsey Hughes,34,65 in,135 lb
170,746982,Evans Cyntia,30,,
171,154872,Lauren Suever,29,67 in,146 lb
172,1548101,Deyanira Jimenez,33,152 cm,60 kg
173,1353203,Silvia Garcia Izquierdo,26,165 cm,63 kg
174,436190,Emma Ferreira,25,68 in,170 lb
175,95635,Bridget Erickson,33,61 in,135 lb
176,313257,Hope Cicero,37,61 in,135 lb
177,144083,Yuko Sakuyama,33,152 cm,120 lb
178,330060,Stephanie Schabl,30,160 cm,132 lb
179,27310,Colleen Lehane,34,62 in,135 lb
180,246506,Carrie Tobias,30,64 in,138 lb
181,26745,Jolene Quirke,36,60 in,122 lb
182,143139,Mikaela Norman,27,179 cm,68 kg
183,645900,Maddy Harris,27,65 in,67 kg
184,601487,Erica Folo,19,62 in,132 lb
185,108408,Delaina Snider,39,66 in,155 lb
186,747286,Carys Webster,29,176 cm,71 kg
187,514323,Briana Gongloff,29,64 in,158 lb
188,276523,Amanda Hardeman,31,5 in,160 lb
189,107619,Laken Watt,29,157 cm,60 kg
190,615284,Meredith Swindle,28,68 in,155 lb
191,221169,Victoria Campos,27,161 cm,140 lb
192,841247,Andreia Pinheiro,37,170 cm,72 kg
193,276218,Lea Schmidt,28,162 cm,59 kg
194,510988,Zoe Warren,21,61 in,140 lb
195,51083,Jenn Ryan,40,62 in,129 lb
196,257958,Kirsty Oliver,31,163 cm,145 lb
197,730847,Gretchen Schnautz,26,66 in,145 lb
198,460855,Emelye Dwyer,32,163 cm,63 kg
199,998366,Ella Wunger,22,170 cm,70 kg
200,139298,Briana Gaipa,35,66 in,145 lb
201,240175,Jevon Thompson,32,62 in,127 lb
202,78663,Hollye Henderson,31,64 in,132 lb
203,505225,Michelle Merand,31,158 cm,60 kg
204,872073,Laura Sanchez,20,159 cm,62 kg
205,265697,Ashley Walden,28,65 in,135 lb
206,512258,Sarah Massoni,27,165 cm,67 kg
207,527011,Lisa Eble,29,160 cm,145 lb
208,744648,Hannah Frakes,25,65 in,144 lb
209,657874,Nienke van Overveld,26,160 cm,64 kg
210,251823,Callerina Natori,30,69 in,165 lb
211,550885,Chantal Bouchard,31,62 in,122 lb
212,816788,Cheyenne Black,24,63 in,135 lb
213,499595,Thatianne Freitas,26,158 cm,129 lb
214,1096363,Mirka Henriksson,27,165 cm,61 kg
215,581036,Adison Balderston,21,61 in,135 lb
216,248645,Jayne Eadie,31,170 cm,66 kg
217,259805,Jayne McKay,31,172 cm,67 kg
218,1034822,Ella Wilkinson,20,164 cm,64 kg
219,147258,Savannah Carver,30,69 in,160 lb
220,466582,Emiko Naets,30,171 cm,65 kg
221,751083,Danila Capaccetti,36,170 cm,71 kg
222,855131,Nicole Pettel,28,63 in,150 lb
223,564238,Anastasiia Vladimirova,25,169 cm,68 kg
224,505934,Elyse Kile,33,68 in,155 lb
225,1119795,Jessica Borg Ghigo,36,167 cm,70 kg
226,9759,Cheryl Nasso,35,64 in,135 lb
227,505655,Filippa Ferm,20,167 cm,60 kg
228,1282727,Randel Leahy,23,,
229,299090,Veera Koskelainen,29,165 cm,57 kg
230,543986,Rachel Thibodeaux,27,63 in,135 lb
231,327309,Johanna Julia Juliusdottir,24,,124 lb
232,454187,Selina Paupert,29,67 in,153 lb
233,503582,Alexis Raptis,21,65 in,155 lb
234,238419,Carla Frazier,32,62 in,140 lb
235,508378,Betsy Simser,31,67 in,135 lb
236,117311,caitlin danyi,28,170 cm,68 kg
237,319644,April Payne,36,67 in,155 lb
238,503203,Emma Wright,28,165 cm,69 kg
239,124138,Vicky Chmura,32,63 in,150 lb
240,582649,Keiko Tanaka,30,62 in,135 lb
241,434531,Samantha Scorzelli,31,65 in,150 lb
242,900568,Madison McElhaney,28,5 in,160 lb
243,421299,Deanna Posey,41,66 in,148 lb
244,5785,Brista Mayfield,32,62 in,147 lb
245,270401,Brynn Kurlan,28,63 in,135 lb
246,1769872,Hayley Hunter,24,63 in,125 lb
247,872275,Caroline Stanley,20,5 in,145 lb
248,159601,Toya Nelson,27,62 in,133 lb
249,708499,Thais Nunes,29,155 cm,147 lb
250,270917,Dorothy Morentin,28,64 in,155 lb
251,792192,Ana Martinez,26,2 cm,57 kg
252,258629,Thelma Christoforou,33,168 cm,143 lb
253,103617,Carmen Bosmans,31,167 cm,70 kg
254,1018952,Emily Townsend,31,159 cm,65 kg
255,238416,Maureen Koegel,31,61 in,135 lb
256,679463,Carrie Ogilvie-Brown,30,157 cm,128 lb
257,1348131,Gigi Sabatini,16,62 in,115 lb
258,271620,Kaela Zeitler,21,65 in,
259,50601,Valerie Voboril,41,62 in,135 lb
260,311310,Kasandra Clark,31,61 in,135 lb
261,729434,Martyna Krysiak,30,165 cm,67 kg
262,345836,Victoria Frascolla,29,161 cm,59 kg
263,1101674,Stevie Dellinger,30,64 in,150 lb
264,115567,Janelle Shafer,26,63 in,140 lb
265,694219,Lidia Bartoszewicz,27,168 cm,63 kg
266,18680,Renee Hoffman,41,161 cm,58 kg
267,466820,Jacqui Mims,37,,125 lb
268,116246,Belinda Bekker,32,158 cm,59 kg
269,476541,Jonna Montoya,31,64 in,130 lb
270,16703,Carly Menzies,32,164 cm,65 kg
271,424778,Kaitlyn Kutz,25,68 in,140 lb
272,506332,Kolson Lamb Casey,28,68 in,150 lb
273,1659427,Sofia Michael,24,,
274,452187,Carol Colling,27,157 cm,58 kg
275,290001,Ursula Fasel,39,164 cm,62 kg
276,107129,Kelly Friel,42,170 cm,72 kg
277,120412,Kerri Lee,34,64 in,155 lb
278,949635,Jamie Sobolewski,33,68 in,155 lb
279,237811,Allison Ralfs,27,68 in,165 lb
280,33145,Khristin Allen,29,65 in,150 lb
281,546042,Mary Helen Saunders,28,64 in,142 lb
282,276263,Kimberlee DeKrey,29,68 in,153 lb
283,275688,Briana Siegert,28,61 in,140 lb
284,551906,Tess Hering,20,169 cm,67 kg
285,486028,Juliana Gallo,26,,142 lb
286,647048,Alaina Savage,27,65 in,150 lb
287,279829,Amy Fryt,31,62 in,124 lb
288,501638,Ashleigh Corby,30,152 cm,56 kg
289,329433,Katie Price,27,62 in,124 lb
290,293089,Rachel Schreiber,27,67 in,145 lb
291,232586,Brittany Bolella,31,62 in,130 lb
292,1140802,Valentina Magalotti,30,157 cm,61 kg
293,363673,Rachel Knox,30,165 cm,68 kg
294,27570,Audra Boyd,34,66 in,148 lb
295,40756,Kelly Clark,33,64 in,145 lb
296,657705,Helena Collins,31,171 cm,69 kg
297,636788,Patrícia Dinis,34,161 cm,63 kg
298,321694,Lindsey Grasis,29,67 in,155 lb
299,229348,Aimee Tawhai,28,163 cm,66 kg
300,801919,MIchelle Palmer,35,69 in,163 lb
301,1347064,Angelica Villegas,27,2 cm,65 kg
302,156732,Ganna Almazova,33,165 cm,63 kg
303,1324028,Patricie Ježková,26,161 cm,65 kg
304,2687,Jessica Core,35,62 in,136 lb
305,562617,Elisa Tiatia,27,64 in,145 lb
306,43198,Lindsay Vaughan,35,68 in,70 kg
307,881701,Chiara Salandra,23,167 cm,63 kg
308,280125,Dawon Jung,25,170 cm,65 kg
309,424955,Jessica Vetter,35,173 cm,66 kg
310,894860,Brooke Tuatao,39,166 cm,68 kg
311,451230,Julia Bayne,28,170 cm,150 lb
312,120557,Jessica Young,31,66 in,136 lb
313,660796,Sarina Ruggiero,23,63 in,120 lb
314,444303,Aoife Burke,29,165 cm,71 kg
315,649653,Tara Jenkins,33,171 cm,69 kg
316,657836,Katrina DiGiacomo,22,61 in,133 lb
317,496011,Taylor Lawson,28,68 in,145 lb
318,525941,Daria Cieslikiewicz,28,170 cm,63 kg
319,23578,Sarah Scholl,38,68 in,135 lb
320,268038,Angelica Bengtsson,33,168 cm,70 kg
321,477709,Courtney Haley,25,165 cm,69 kg
322,82638,Sara Blunck,40,63 in,136 lb
323,635438,Simona Quintana,24,167 cm,65 kg
324,385026,Colleen McQuaid,38,66 in,140 lb
325,538163,Hannah Hardy,23,64 in,150 lb
326,733584,Devyn Kim,18,65 in,140 lb
327,952614,Marina Amosova,31,,
328,256060,Laura Isopoussu,26,,
329,246311,Deanna Gibaldi,30,66 in,136 lb
330,120538,Eva Cortiella,37,157 cm,130 lb
331,423405,Carina Simoes,29,157 cm,56 kg
332,215510,Ralitza Koterlitzova,31,63 in,140 lb
333,165217,Mia Edgar,30,65 in,140 lb
334,219904,Kat Grillo,28,61 in,135 lb
335,6343,Lisa Marquette,39,61 in,122 lb
336,755753,Sabrina Dellagiustina,29,,
337,2626,Jordan Christie,28,65 in,148 lb
338,817717,Samantha Garihan,26,64 in,140 lb
339,345387,Aleisha Berryman,30,165 cm,56 kg
340,781002,Sarah Hobbs,27,65 in,135 lb
341,672546,Amelia Mellon,29,63 in,140 lb
342,996866,Laurie Clément,33,159 cm,60 kg
343,1014322,Agustina Haag,26,167 cm,65 kg
344,991263,Martine Solheim,26,173 cm,70 kg
345,15618,Courtney Fitzharris,26,160 cm,63 kg
346,160364,Susana Lopez,30,162 cm,64 kg
347,261673,Katrina Olson,30,64 in,137 lb
348,30824,Hjördís Óskarsdóttir,36,163 cm,135 lb
349,881902,Amber Perron,29,165 cm,153 lb
350,464910,Hilary Barreto,28,63 in,135 lb
351,205996,Erika Theisen,30,64 in,142 lb
352,33229,Amanda Norton,34,68 in,149 lb
353,28735,Amy Alessi,29,154 cm,130 lb
354,666806,Adara Griffin,26,62 in,135 lb
355,556692,Mia Furu,26,161 cm,57 kg
356,882370,Paula Zikowsky,24,,
357,96575,Samantha Drescher,28,183 cm,165 lb
358,6803,Abbey Sloulin,38,70 in,148 lb
359,97728,Mikki Nuccio,30,64 in,148 lb
360,121680,Ashley Shepherd,32,64 in,145 lb
361,1051965,Sara Woodhouse,26,,
362,189093,Kelly Abney,37,,
363,255576,Ashleigh Fleser,35,67 in,151 lb
364,1458106,Lucy Campbell,24,168 cm,73 kg
365,912927,Maria Astashova,25,170 cm,68 kg
366,4377,Melissa Jamerino,35,64 in,127 lb
367,244983,Megan Markee,32,62 in,125 lb
368,239210,Andrea Rodriguez,34,165 cm,165 lb
369,9184,Janet Black,46,64 in,147 lb
370,275771,Maicey McIlveen,26,63 in,135 lb
371,754689,Victoria Hernandez,22,60 in,132 lb
372,914030,Emily DeFeo,23,64 in,150 lb
373,1334678,Jay-Lee Mansy,32,,
374,670451,Michella Huban,27,166 cm,63 kg
375,310073,Hester Lowe,29,,
376,456619,Oana Catalina Chelmus,33,160 cm,61 kg
377,1693076,Erica Ekelund,23,163 cm,65 kg
378,338296,Janie Garratt,27,158 cm,63 kg
379,7043,Shannon Zimmerman,35,65 in,147 lb
380,439422,Marie Jensen,35,172 cm,73 kg
381,160616,Laura Salas,35,160 cm,61 kg
382,443180,Judit Torrabadella Boixaderas,31,165 cm,63 kg
383,458279,Victoria Caruso,29,66 in,160 lb
384,477124,Madison Tatt,25,167 cm,67 kg
385,163664,Célia Gabbiani,30,156 cm,57 kg
386,60477,Kaela Pitts,40,66 in,170 lb
387,255528,Matilda Spanou,26,169 cm,65 kg
388,298832,Courtney Sims,32,67 in,175 lb
389,147562,Lauren Gravatt,34,66 in,145 lb
390,821884,Nataly Egorova,31,161 cm,67 kg
391,516993,Stephanie Rodriguez-Cadiz,30,,145 lb
392,101929,Dina Swift,31,178 cm,80 kg
393,26014,Sheena Hammer,36,61 in,118 lb
394,958501,Madie Edwards,26,66 in,155 lb
395,176162,Elisa Schauer,29,67 in,140 lb
396,295501,Sofia Arrue Bermeo,32,167 cm,145 lb
397,571954,Meg Garrett,37,177 cm,160 lb
398,12348,Karen McCadam,45,66 in,147 lb
399,104651,Isabelle Gosling,25,160 cm,65 kg
400,455569,Meg Walters,28,64 in,145 lb
401,288661,Christine Tensley,45,65 in,142 lb
402,358711,Desiree Rogers,29,66 in,150 lb
403,430068,Elin Rova,28,,66 lb
404,6091,Megin Shepherd,27,62 in,150 lb
405,687372,Dani Davis,27,,
406,1256504,Amanda Cummins,38,,
407,290135,Rachel Cesa,37,66 in,140 lb
408,1104015,Giulia Roggio,40,163 cm,58 kg
409,338688,Katie Cain,31,64 in,145 lb
410,1022261,Katelynn Sanders,27,67 in,165 lb
411,453379,Danielle Senior,32,167 cm,65 kg
412,1299203,Maria Camila Quintero,24,155 cm,58 kg
413,13506,Nicole Holcomb,33,67 in,150 lb
414,256592,Natalie Jennings,30,64 in,140 lb
415,772985,Chelsea Espe,28,67 in,155 lb
416,1220054,Paulina Haro,16,156 cm,63 kg
417,780095,Carolina Long,26,,
418,61761,Marie Hirsch,30,64 in,150 lb
419,256330,Michelle Suozzi,43,64 in,155 lb
420,742557,Helen Nutter,27,164 cm,71 kg
421,968455,Laura Valdenaire,23,,
422,1330256,Linda Keesman,26,174 cm,73 kg
423,100842,Madeline Senkosky,34,63 in,145 lb
424,1314653,Aimee Cringle,21,167 cm,67 kg
425,1323373,Mariska Smit,27,168 cm,64 kg
426,455784,Samantha Jones,25,161 cm,60 kg
427,716089,Or Cohen,30,157 cm,63 kg
428,670199,Jessyca Nadeau,27,,146 lb
429,112378,Kristen Word,32,67 in,130 lb
430,40480,Mayra Brandt,40,67 in,160 lb
431,135495,Mallory Berger,35,62 in,140 lb
432,468509,Alice Mille,26,174 cm,69 kg
433,516529,Laura Nielsen,42,63 in,145 lb
434,314669,Amanda Dias,26,155 cm,61 kg
435,430891,Kristen Munoz,27,63 in,140 lb
436,5124,Anna Rode,27,64 in,150 lb
437,310528,Jeanette Garcia,27,67 in,170 lb
438,525942,Whitney Davis,36,66 in,146 lb
439,246469,Jennifer Miata Schult,35,63 in,145 lb
440,668197,Heather Hodson,32,64 in,145 lb
441,1001544,Jade Williams,29,159 cm,70 kg
442,715763,Jenna Simanovsky,27,64 in,150 lb
443,264796,Lois Smith,28,173 cm,70 kg
444,155963,Belena Roveri,28,172 cm,73 kg
445,1016871,Hannah Pruitt,31,63 in,135 lb
446,451890,Zoe Ades,30,68 in,150 lb
447,978641,Julia Kamide,23,,
448,502705,Janette Hynes,22,65 in,145 lb
449,274552,Kelli Vossler,35,68 in,155 lb
450,39917,Cristian Mathes,24,63 in,140 lb
451,556996,Jane Bjørn,28,162 cm,61 kg
452,1281780,Lu Frey,21,164 cm,62 kg
453,562536,Isabel Orozco,30,,127 lb
454,154472,Samantha Petrich,30,67 in,145 lb
455,977156,Hattie Kanyo,28,64 in,145 lb
456,1128320,Haley York,25,65 in,155 lb
457,111596,Erin Bonett,31,170 cm,63 kg
458,683447,Lisa Skogeng,24,174 cm,72 kg
459,250978,Delfina Ortuño,28,,136 lb
460,99236,Claire Treanor,34,65 in,155 lb
461,670253,Tiana Fahey-Leigh,33,157 cm,67 kg
462,1101838,Adriana Valeska,24,,
463,295718,Catherine Degagne,31,164 cm,136 lb
464,1115280,Noortje Bleeker,23,172 cm,70 kg
465,265038,Gabrielle Ocker,25,65 in,147 lb
466,887208,Briony Challis,20,,58 kg
467,273451,Abigail Davila,28,168 cm,140 lb
468,587438,Zoe Jones,23,68 in,155 lb
469,423007,Simone Arthur,26,159 cm,59 kg
470,226482,Jenna Larson,41,65 in,145 lb
471,169393,Analisa Marquez,31,66 in,150 lb
472,229700,Chelsea Docherty,32,161 cm,63 kg
473,160188,Allison DeRoma,33,65 in,149 lb
474,43769,Megan Apostoleris,38,173 cm,69 kg
475,129664,Jessica Aelvoet,38,63 in,136 lb
476,297735,Danielle Kearns,26,67 in,176 lb
477,536902,Nicole Heer,28,167 cm,63 kg
478,58961,Camila Lopez,29,165 cm,140 lb
479,105626,Katelyn Teager,30,67 in,148 lb
480,443622,Lene Karoline Ejlersen,27,165 cm,65 kg
481,1054084,Bia Clemente,17,162 cm,63 kg
482,891169,Kseniia Trubetskaia,32,172 cm,69 kg
483,134940,Renee-Claude Rioux,33,160 cm,130 lb
484,1119323,Ellie Turner,22,167 cm,72 kg
485,201203,Casey Higgins,25,65 in,148 lb
486,1197024,Majesta Valentine,24,64 in,140 lb
487,543336,Katie Pretswell,27,175 cm,72 kg
488,448761,Taylor Loyd,31,69 in,165 lb
489,247463,Amanda Lindeberg Mathiasen,30,166 cm,132 lb
490,661514,Mairead Fogarty,28,67 in,170 lb
491,595090,Becca Sinchok,28,60 in,130 lb
492,487414,Iina von Gruenewaldt,24,,
493,486214,Jordan Noe,25,62 in,124 lb
494,140923,Dionne Gutierrez,37,67 in,170 lb
495,9047,Anna Hulda Olafsdottir,35,165 cm,60 kg
496,686486,Belinda Heber,28,158 cm,64 kg
497,965033,Diana Schnee,31,63 in,135 lb
498,478706,Heather Gammel,37,60 in,130 lb
499,915592,Marina Fedenko,28,165 cm,72 kg
500,784269,Catherine St-Gelais,26,164 cm,140 lb
501,101010,April Hering,28,170 cm,69 kg
502,1282901,Anastasiia Bukhalenko,20,165 cm,64 kg
503,752382,Amy Kuchuk,25,61 in,135 lb
504,605943,Lovisa Bundgaard,28,173 cm,74 kg
505,276949,Jenn Short,43,63 in,150 lb
506,487746,Laura Vazquez,34,170 cm,130 lb
507,201280,Sandra Hronn Arnardottir,25,164 cm,134 lb
508,495028,Megan Medeiros,25,63 in,135 lb
509,359849,Vera Valdez,31,162 cm,130 lb
510,467702,Emma Weddington,27,60 in,125 lb
511,953791,Shahad Budebs,25,161 cm,60 kg
512,45940,Jennifer Butler,39,61 in,125 lb
513,766543,Nicola Borgatti,29,163 cm,60 kg
514,987071,Jessica Hamilton,22,68 in,160 lb
515,1824150,Dilara Uzdil,25,160 cm,60 kg
516,913941,Lexi Neely,17,62 in,140 lb
517,669260,Tania Ribeiro,31,172 cm,71 kg
518,241675,Julie VanHoy,36,66 in,135 lb
519,554152,Lizzy BelBruno,28,67 in,150 lb
520,37629,Heather Wood,45,62 in,127 lb
521,902737,Tatiana Membré,30,156 cm,60 kg
522,1066794,Satu Roitto,27,,
523,289103,Taylor Beck,24,63 in,146 lb
524,1036253,Yahaira Alvarez Reyes,30,,
525,140718,Elma Ducic,37,65 in,150 lb
526,17325,Chelsea McKinney,32,62 in,128 lb
527,111647,Pochy Valdes,32,160 cm,125 lb
528,315131,Tara Demers,30,68 in,142 lb
529,920973,Gabby McClelland,22,68 in,175 lb
530,532824,Julia L Bell,28,67 in,165 lb
531,497447,Stephanie McGuffie,31,70 in,162 lb
532,313237,Michelle Benedict,40,65 in,144 lb
533,520294,Faith Stewart,25,63 in,135 lb
534,565683,Irina Funtikova,35,165 cm,137 lb
535,1380283,Marta Ricottini,25,174 cm,68 kg
536,872981,Antonia Falt-Kottulinsky,27,166 cm,69 kg
537,46877,Heidi Dausman,42,67 in,137 lb
538,267049,Uracha Teerawanitsan,27,156 cm,134 lb
539,712238,Sophia Grimmer,18,68 in,147 lb
540,881284,Fédra Szakolczai,30,169 cm,75 kg
541,160700,Jordan Adcock,28,66 in,145 lb
542,487729,Nik Latora,34,63 in,125 lb
543,470917,Nathalia Mencari,26,166 cm,68 kg
544,484990,Emma Rogers,28,162 cm,63 kg
545,143074,Tine Thorsen,34,,
546,193710,Erin Sims,39,167 cm,60 kg
